1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(CN);C=CCl,5,298,3.448227160493828,0.0458751244418419,0.0002908458785212,8.360592592592594,7.785312083752752,1.1221604938271603,0.0470354362839636
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(CN);C=CCl,5,348,3.447971851851852,0.0446641288419758,0.000309103076746,8.09116049382716,7.712361553203283,1.1779876543209875,0.0409972880244777
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=Cc1cccc(C)c1;C=C(CO),5,298,3.446117530864197,0.0442663885681487,0.0002513780609913,8.279037037037037,6.675996509412657,0.1542222222222222,0.0024494897427831
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=Cc1cccc(C)c1;C=C(CO),5,348,3.446949135802469,0.0452781027990387,0.0002555193563847,8.708518518518519,7.329086753799466,0.1540123456790123,0.0023648340696129
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=Cc1cccc(C)c1;C=C(Br),5,298,3.445201851851852,0.04351628059494,0.0002563007789854,9.02688888888889,7.06686441547216,0.1546296296296296,0.0025984061802652
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=Cc1cccc(C)c1;C=C(Br),5,348,3.446621234567901,0.0429438550881714,0.0002505272839577,8.626802469135802,6.996188437452181,0.1538518518518518,0.0025293883079946
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=Cc1cccc(C)c1;C=C(F),5,298,3.4478940740740742,0.0435730750416711,0.0002664291480478,8.79341975308642,7.49593183471681,0.1535802469135802,0.00270739361489
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=Cc1cccc(C)c1;C=C(F),5,348,3.4619530864197534,0.0484011748312157,0.0003923860561322,11.768629629629627,9.097649669950298,0.1544197530864197,0.0025908871521797
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=Cc1cccc(C)c1;C=CCl,5,298,3.4493853086419755,0.0451525910303782,0.0002689883321812,9.13379012345679,7.207757533356372,0.838148148148148,0.0672236200242387
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=Cc1cccc(C)c1;C=CCl,5,348,3.443314691358025,0.0442422924887242,0.0002483297198838,8.809469135802471,7.301289676516434,0.9268765432098766,0.05367354055726
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(CO);C=C(Br),5,298,3.444118271604938,0.0441098690782354,0.0002608197205209,7.763617283950618,7.310690696402543,0.1544320987654321,0.0023090710633132
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(CO);C=C(Br),5,348,3.447242469135803,0.0435106032353421,0.0002601924622599,8.124370370370372,7.847551604405889,0.154395061728395,0.0025125807515832
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(CO);C=C(F),5,298,3.4422993827160497,0.0421365515749842,0.000251643428732,7.080777777777777,6.6319717940099245,0.1540123456790123,0.0028867249466381
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(CO);C=C(F),5,348,3.441872345679012,0.0443744242117846,0.0002421500722672,7.248160493827161,7.093050901953159,0.1546172839506172,0.0021634899859652
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(CO);C=CCl,5,298,3.444822345679013,0.043304560882928,0.000254333747331,7.403543209876544,7.362451450382816,1.151641975308642,0.0394741073572755
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(CO);C=CCl,5,348,3.451517777777777,0.0484209451924818,0.0003071645441146,9.372604938271603,8.586199545436251,1.073246913580247,0.0946393454137894
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(Br);C=C(F),5,298,3.447566049382716,0.0415350589285135,0.0002301176827925,8.042345679012344,7.3751964010852,0.1544938271604938,0.0024196900974416
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(Br);C=C(F),5,348,3.4443897530864205,0.043769025604966,0.0002597649078901,7.502679012345681,7.353782647746685,0.154074074074074,0.002679495888546
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(Br);C=CCl,5,298,3.4443590123456787,0.0452705800578877,0.0002706359506721,7.916061728395062,7.77519412062963,0.9787777777777776,0.084356094132457
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(Br);C=CCl,5,348,3.449507160493827,0.0489036972834016,0.0003335902559476,9.144864197530865,8.20621313058104,1.0668024691358025,0.0791551718365342
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(F);C=CCl,5,298,3.448105185185186,0.0458779109309203,0.0003140460850299,8.40435802469136,7.926738920190028,0.6989753086419753,0.0835221527956553
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C;C=C(F);C=CCl,5,348,3.4471693827160497,0.0447148290464807,0.0002870393894127,8.252802469135801,7.496291982830296,0.8616790123456789,0.0705627865341851
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=C(CO),5,298,3.4450351851851857,0.0438934746158764,0.0002566935700751,8.857975308641976,7.541915301774703,0.1545432098765432,0.0023150041074866
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=C(CO),5,348,3.442774691358024,0.0432178527379034,0.0002554092304941,8.251061728395062,7.005109883340239,0.1540123456790123,0.0023066935727423
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=C(Br),5,298,3.4475585185185187,0.0457488311693399,0.0002831110491678,8.736,7.714755270835808,0.1538148148148148,0.0022339198296296
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=C(Br),5,348,3.444819506172839,0.0447369718093403,0.0002591025114179,8.519,7.1168211727525,0.1544567901234568,0.002538831182014
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=C(F),5,298,3.4442023456790123,0.0425041224804268,0.0002550259780389,8.313296296296294,6.664184153422459,0.1542962962962963,0.0022740861382235
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=C(F),5,348,3.444275925925927,0.0422991089646624,0.0002337738395213,8.009679012345677,7.093472525136625,0.1540864197530864,0.0028336493543333
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=CCl,5,298,3.4456020987654314,0.0406284671444636,0.0002279833610436,8.398234567901234,6.478226792655276,1.351506172839506,0.0428863336765576
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=CCl,5,348,3.447340493827161,0.0436976300145893,0.0002800051058288,8.6259012345679,7.46404649067359,1.1417407407407407,0.0680649250290073
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(CN);C=C(CO),5,298,3.4445153086419755,0.0430826392260562,0.0002411831668618,7.655827160493827,7.287027839631094,0.1542098765432098,0.0026139041769902
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(CN);C=C(CO),5,348,3.444525308641976,0.0438791099678583,0.0002576671801255,7.573753086419752,7.161626285289173,0.1545555555555555,0.0024845199749997
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(CN);C=C(Br),5,298,3.4407327160493826,0.0424899954241182,0.0002304067277989,7.315876543209876,6.569340960204843,0.1542469135802469,0.002185987158409
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(CN);C=C(Br),5,348,3.45005,0.0438970563145915,0.0002826616583358,8.24385185185185,7.114411109490528,0.154395061728395,0.0022861850931497
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(CN);C=C(F),5,298,3.4476118518518515,0.0463412164653046,0.0002847676586464,8.208037037037037,7.547443904558379,0.1543456790123457,0.0022175533945005
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(CN);C=C(F),5,348,3.454367530864198,0.046229948807487,0.0003046604079416,9.371012345679013,8.33456239305929,0.1541234567901234,0.0027816981936805
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(CN);C=CCl,5,298,3.4470945679012344,0.044957620154969,0.000295356995042,8.65179012345679,7.724303846879329,1.2218518518518515,0.0292655408165763
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,CC=C;C=Cc1ccccc1,5,298,3.572327654320987,0.0146495343769265,0.0035714056531111,111.41412345679016,15.197665171864935,0.6791851851851852,0.0297392416946135
0.75,dodecane,CCCCCCCCCCCC,8.884501480750248e-05,CC=C;C=Cc1ccccc1;C=CCl,20,298,1.0629525185185185,0.0556893500036578,0.000405944301365,19.74992592592593,0.4666535124542311,0.1541481481481481,0.0034070048071333
1.07,phenol,Oc1ccccc1,0.0001184600197433,CC=C;C=C(C(=O)N(C)C);C=CCl,23,280,1.114170074074074,0.0841900740160858,148.56327325845805,23.15923456790124,0.6967149242829817,0.1359876543209876,0.0027998845970948
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=C(C(=O)N(C)C);C=CCC;C=Cc1cccc(C)c1,14,280,0.8838916172839506,0.0230833218673954,0.0013394420168622,17.29758024691358,0.4781506003832398,0.154395061728395,0.0036198322461153
0.877,benzene,c1ccccc1,9.378084896347484e-05,CC=CC;C=C(CO),24,298,0.8193162839506174,0.1869392669066901,294.2762629497456,18.009629629629632,2.023040807729634,0.1402469135802469,0.0026365468633995
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=C(C(=O)N(C)C);CC=CC;C=C(C=O),14,298,0.9233202098765432,0.0918001710990788,229.8947991361737,16.59293827160494,0.6576725018171244,2.446567901234568,0.6152779345527085
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)OCC);C=C(C(=O)O);C=Cc1cccc(C)c1,14,348,0.8474996666666665,0.0098972893957242,0.0001052398815736,17.350444444444445,0.3768906905093206,2.387,0.0518809177793688
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=CC;C=C(C(=O)NCC);C=C(Br),14,298,0.6908186913580247,0.0404934729901742,0.0009553151285064,14.056654320987656,0.7054152819525483,1.7327160493827165,0.2648859635636335
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)O);C=C;CC=CC,14,280,0.8193522592592594,0.0306516432873791,0.0005446608918933,12.562592592592594,0.3253876615907565,2.265827160493827,0.1881686129954423
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,C=CCC;C=C(CO);C=C(F),14,280,0.7624051975308642,0.0271598622236999,0.0017714248914913,12.42388888888889,0.4358197328095332,2.1757654320987654,0.1663817766318885
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,CC=C;C=C(CN),20,348,0.973730851851852,0.0800405440989569,0.001877679578213,17.726185185185184,0.7345526582088963,2.5469753086419757,0.4769614207891463
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(CN);C=CCl,20,348,0.8697151975308642,0.0540564328005601,0.0096795327222822,15.198592592592592,0.5627610895360018,2.5024814814814813,0.4555899204141707
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C,25,280,1.260192098765432,0.0209666637058261,6.913627963221206e-05,18.90069135802469,0.2882083712072886,3.297074074074074,0.0675653826510635
0.7845,acetone,CC(C)=O,0.0001233958538993,C=Cc1ccccc1;C=CCl,24,348,1.141088950617284,0.1083102897014288,0.0026223184527847,24.714246913580244,1.128250087534381,3.2140987654320994,0.4743713345944246
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)N(C)C);CC=CC;C=C(C=O),14,298,0.8898899135802468,0.0158030321025588,3.0651978428680695e-05,14.524283950617283,0.2694891021213481,2.3199382716049386,0.1172540078736959
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C;C=CCC;C=C(F),14,280,0.7035901975308642,0.0550900834910186,0.0022177459719924,11.504814814814816,0.4192679720335359,1.8248271604938275,0.3550372538311812
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C;C=CCC;C=C(F),14,280,0.7035901975308642,0.0550900834910186,0.0022177459719924,11.504814814814816,0.4192679720335359,1.8248271604938275,0.3550372538311812
1.07,phenol,Oc1ccccc1,0.0001184600197433,CC=C;C=C(C(=O)OCC);C=C(C(=O)O),14,280,0.7469837530864197,0.0613156947623196,267.5505395640527,16.10996296296296,0.5723962506551387,1.3891111111111112,0.5270188227247419
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=CCC;CC=CCBr;C=Cc1cccc(C)c1,14,298,0.8231616666666666,0.0322137973430525,0.000438681027832,15.378617283950618,0.6120214949808126,2.270259259259259,0.1925185113932707
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)OCC);C=C(CN);C=C(CO),20,280,1.0007976790123458,0.1002871974016977,0.0013692968468588,19.8702962962963,0.8703343113097819,2.832716049382716,0.4811089872821458
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(CN);C=C(C(=O)O),14,298,0.6649144197530864,0.0705958670840912,0.0001534909775679,11.802592592592594,0.7066096898375304,1.5656913580246916,0.3598497506067442
0.7895,ethanol,OCC,0.0001125370187561,CC=C;C=C(C(=O)OCC);CC=CC,20,348,0.8372780617283951,0.089954811951986,0.0007953617611473,18.831962962962965,1.4084930695687927,2.232234567901234,0.5270359996982177
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,CC=C;C=C(C(=O)OCC);C=CCl,14,298,0.8954153827160494,0.0199033373264403,9.1112539212703e-05,14.996901234567902,0.4657321755915001,2.442493827160494,0.1404611561309714
0.7845,acetone,CC(C)=O,0.0001233958538993,C=Cc1ccccc1;C=C(C(=O)O);C=Cc1cccc(C)c1,20,348,1.2628634567901234,0.0857402730207936,0.0109431046641533,25.39033333333333,0.7355251252517097,3.7384197530864194,0.4097057017896521
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)O);CC=CC;C=Cc1cccc(C)c1,14,298,0.8956514567901235,0.0152303103208816,8.363112425700276e-06,16.079913580246913,0.2972983785104782,2.7740987654320985,0.1004995675856149
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=CC;C=Cc1cccc(C)c1;C=C(C(=O)NCC),14,280,0.8563817901234567,0.0150285240009559,0.0001329932532422,17.391740740740744,0.3553505929300633,2.7568888888888887,0.0763013842244549
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(CN);C=C(C(=O)NCC);C=C(CO),20,280,1.1957875308641976,0.0783733019156563,0.0009783951578879,20.78432098765432,0.7860632467118172,3.4267654320987653,0.4226836446994587
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C;C=C(CO);C=C(F),20,298,0.8742232345679011,0.1311713011172673,0.0024366370857214,15.058543209876545,0.7268447122922663,2.3473209876543213,0.5763949868948749
0.7845,acetone,CC(C)=O,0.0001233958538993,CC=CC;C=Cc1cccc(C)c1,20,348,1.0944446790123457,0.0819777147302289,0.0125099271527033,23.269135802469137,0.9150453237521368,3.1250370370370373,0.3668908891675886
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=CCC;C=C(F);C=CCl,14,298,0.805618148148148,0.0464329500476353,9.770978600733226e-05,12.142629629629631,0.2713457292847953,2.3111975308641983,0.1511644039810312
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)O);C=C(C(=O)N(C)C);C=CCl,20,280,1.1283293827160492,0.0165983542502409,8.496013926837508e-05,19.52938271604938,0.3626773067577671,3.281283950617284,0.0886609904292682
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,CC=C;C=C(C(=O)OCCO);C=C(F),14,348,0.6839116913580247,0.0280234063608483,0.0004503415820082,14.268950617283952,0.3710749783219775,1.5217037037037036,0.1740252886720596
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=Cc1ccccc1;C=C(C(=O)O),24,280,1.329972839506173,0.0278548362817461,0.0001123764797346,26.889,0.5661251661105552,2.7204938271604937,0.0759102985021543
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(CN);C=C(C(=O)OCCO);C=CCl,14,348,0.6206035679012346,0.0490186242653001,0.0027413451327225,13.006320987654323,0.9811988865625648,1.185197530864197,0.439014452355067
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=C(C(=O)N(C)C);C=CCC;C=C(C=O),14,298,0.8527235802469137,0.1270110693079047,219.2825313212212,16.1629012345679,1.1567878429954992,2.051617283950617,0.8558195489950003
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=C(C(=O)OCC);C=C(F);C=CCl,14,298,0.6025015925925926,0.1238644121933112,364.7755713661673,11.61274074074074,1.2644230302597714,0.94920987654321,0.706036943671066
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=Cc1ccccc1;C=C(CN);C=C(C(=O)O),14,348,0.7604615679012346,0.059886587234464,0.0023690435009814,14.948654320987655,0.7075724830557117,1.6349135802469137,0.4658390332263982
1.261,glycerol,OCC(O)CO,2.46791707798618e-05,C=C(C(=O)O);C=C(C(=O)N(C)C);C=C(CO),14,298,0.9415427283950616,0.0099051787689445,6.464356869154643e-05,15.48864197530864,0.2989290063387393,2.4079259259259262,0.1208623109854153
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=C(C(=O)N(C)C);C=C;CC=CCBr,23,298,1.0996907654320989,0.0756456281801674,0.0005756124601422,21.35264197530864,0.6497059792495691,3.1304938271604943,0.3276816101282112
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,CC=CCBr;C=CCl,14,280,0.8205390246913581,0.0654577434842416,0.001267253731715,13.011604938271606,0.4928060415046822,1.500753086419753,0.2165724314081309
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=CCC,25,280,1.2832006172839507,0.015861809585374,5.59718105261788e-05,22.652185185185186,0.3495829300262048,2.607271604938272,0.06626136284492
0.6795,n-heptane,CCCCCCC,0.0001382033563672,C=Cc1cccc(C)c1;C=C(C=O);C=C(F),20,280,1.2598096296296295,0.0490460797805302,0.0007318328909828,21.012654320987654,0.8825545855953629,3.576506172839506,0.2336566079864278
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,CC=C;C=C(C(=O)OCC);C=C,14,348,0.8313322716049383,0.0814303025780386,0.0028613687448429,14.525876543209876,0.6471370832455111,2.215148148148148,0.5544317547225437
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=Cc1ccccc1;CC=CC;C=C(Br),20,280,1.0260881234567902,0.0352885299727698,0.0006512923217265,19.423086419753087,0.49280324868485,2.763086419753087,0.2408457934765105
1.293,carbon_disulfide,S=C=S,9.378084896347484e-05,C=C(C(=O)OCC);C=C(C(=O)OCCO);C=CCC,14,348,0.6813993333333334,0.0459166482927972,0.0017536588118875,15.364456790123455,0.6936639711870799,0.8860000000000001,0.3779949375844948
0.7895,ethanol,OCC,0.0001125370187561,C=C(C(=O)N(C)C);C=C(CO);C=C(F),20,348,1.0914573209876544,0.0894193144311063,0.0004759171353975,19.82785185185185,0.7544824259971505,2.984123456790124,0.5237967370989036
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)O);C=C;C=C(F),20,280,1.2320298765432098,0.0916008059225669,0.0047235022948841,15.900691358024693,0.486802610185423,3.718345679012345,0.3486581742643202
0.786,n-propyl_alcohol,CC(O)C,8.884501480750248e-05,C=C(C(=O)O);C=CCC;C=C(CO),20,348,0.9792973086419752,0.0854978095270111,0.0033623127933804,17.70495061728395,0.49829400070801,2.397271604938272,0.4270550030306091
0.6606000000000001,n-hexane,CCCCCC,0.0001579466929911,CC=C;C=C(C(=O)N(C)C);CC=CC,20,280,0.9922395679012344,0.0434464118397775,0.0006313301613167,18.739,0.5034047778581073,3.1290617283950617,0.2199675254190671
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=C(CN);C=C(C(=O)NCC);C=C(Br),20,298,0.913919172839506,0.160562989302325,216.1337956615179,19.15043209876543,2.0178493314422083,2.2605432098765434,0.8469399099675665
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,CC=C;CC=CCBr;C=C(CO),23,280,1.142721358024691,0.0527640418090986,0.0002017855208375,19.32633333333333,0.408750429455734,3.424530864197532,0.1145689814763887
1.049,acetic_acid,CC(O)=O,8.884501480750248e-05,C=C(C(=O)OCC);C=C(C(=O)N(C)C);CC=CCBr,20,280,1.0843417283950618,0.0201143209709838,0.0001299102403318,21.88408641975309,0.5064735303804837,3.0259135802469133,0.1104960976385803
0.877,benzene,c1ccccc1,9.378084896347484e-05,C=C(C(=O)N(C)C);C=C(F);C=CCl,23,298,0.8597552345679013,0.1776849464296579,266.43435604140086,18.623543209876544,2.380385175022362,2.312814814814815,0.8360476256608315
0.7845,acetone,CC(C)=O,0.0001233958538993,C=C(C(=O)N(C)C);C=CCC;C=C(C=O),20,280,0.914917037037037,0.1265329502058209,0.0017304761959953,19.171382716049383,1.176267412779905,2.697888888888889,0.514679811768419
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,CC=CCBr;C=C(Br),14,348,0.81462824691358,0.0283909236311605,0.0020899288709292,12.52004938271605,0.3274590503560907,2.0374567901234566,0.1777091568524336
1.49,chloroform,ClC(Cl)Cl,9.87166831194472e-05,C=C(C(=O)OCC);C=C(C(=O)O);C=C(C(=O)N(C)C),14,280,0.860960074074074,0.0202279127944334,0.0006476622674751,16.84302469135802,0.4281636059550261,2.5270246913580245,0.1125117250744371
1.587,carbon_tetrachloride,ClC(Cl)(Cl)Cl,0.0001046396841066,C=C;CC=CC;C=C(C(=O)NCC),20,348,0.9006057160493829,0.0821559793500677,0.0050812375351848,18.501765432098765,0.9320387088820092,2.483296296296297,0.4305828219164025
